benchmark,onnx_file,vnnlib_file,ground_truth,n_sat,n_unsat,n_timeout,n_unknown,n_error,dissenting_tools,source_tools
dist_shift_2023,mnist_concat.onnx,index4799_delta0.13.vnnlib,unsat,0,4,0,2,0,,"alpha_beta_crown,cora,neuralsat,pyrat"
dist_shift_2023,mnist_concat.onnx,index4901_delta0.13.vnnlib,unsat,0,4,0,2,0,,"alpha_beta_crown,cora,neuralsat,pyrat"
dist_shift_2023,mnist_concat.onnx,index5020_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index5206_delta0.13.vnnlib,unsat,0,5,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat"
dist_shift_2023,mnist_concat.onnx,index5291_delta0.13.vnnlib,unsat,0,4,0,2,0,,"alpha_beta_crown,cora,neuralsat,nnv"
dist_shift_2023,mnist_concat.onnx,index5328_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index5385_delta0.13.vnnlib,unsat,0,5,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat"
dist_shift_2023,mnist_concat.onnx,index5391_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index5938_delta0.13.vnnlib,unsat,0,5,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat"
dist_shift_2023,mnist_concat.onnx,index6107_delta0.13.vnnlib,unsat,0,4,0,2,0,,"alpha_beta_crown,cora,neuralsat,pyrat"
dist_shift_2023,mnist_concat.onnx,index6136_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index6199_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index6217_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index6323_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index6354_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index6405_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index6412_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index6551_delta0.13.vnnlib,unsat,0,5,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat"
dist_shift_2023,mnist_concat.onnx,index6574_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index668_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index6792_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index6936_delta0.13.vnnlib,unsat,0,4,0,2,0,,"alpha_beta_crown,cora,neuralsat,pyrat"
dist_shift_2023,mnist_concat.onnx,index6957_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index7027_delta0.13.vnnlib,unsat,0,5,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat"
dist_shift_2023,mnist_concat.onnx,index7106_delta0.13.vnnlib,unsat,0,5,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat"
dist_shift_2023,mnist_concat.onnx,index7109_delta0.13.vnnlib,unsat,0,5,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat"
dist_shift_2023,mnist_concat.onnx,index7116_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index7175_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index7281_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index7329_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index7336_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index7534_delta0.13.vnnlib,sat,6,0,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index7606_delta0.13.vnnlib,unsat,0,4,0,2,0,,"alpha_beta_crown,cora,neuralsat,pyrat"
dist_shift_2023,mnist_concat.onnx,index7901_delta0.13.vnnlib,unsat,0,4,0,2,0,,"alpha_beta_crown,cora,neuralsat,pyrat"
dist_shift_2023,mnist_concat.onnx,index8900_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index8964_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index9021_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index9027_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index9101_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index9154_delta0.13.vnnlib,unsat,0,4,1,1,0,,"alpha_beta_crown,cora,neuralsat,pyrat"
dist_shift_2023,mnist_concat.onnx,index9203_delta0.13.vnnlib,unsat,0,6,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index9211_delta0.13.vnnlib,sat,6,0,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnv,pyrat,rover"
dist_shift_2023,mnist_concat.onnx,index9733_delta0.13.vnnlib,unsat,0,4,0,2,0,,"alpha_beta_crown,cora,neuralsat,pyrat"
dist_shift_2023,test_nano.onnx,test_nano.vnnlib,unsat,0,4,0,1,1,,"alpha_beta_crown,cora,neuralsat,pyrat"
linearizenn_2024,AllInOne_10_10.onnx,prop_10_10.vnnlib,sat,8,0,0,0,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,rover,sobolbox"
linearizenn_2024,AllInOne_10_10.onnx,prop_10_10_0.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_10_10.onnx,prop_10_10_1.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_10_10.onnx,prop_10_10_2.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_10_10.onnx,prop_10_10_3.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_10_10.onnx,prop_10_10_4.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_120_120.onnx,prop_120_120.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_120_120.onnx,prop_120_120_0.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_120_120.onnx,prop_120_120_1.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_120_120.onnx,prop_120_120_2.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_120_120.onnx,prop_120_120_3.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_120_120.onnx,prop_120_120_4.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_120_30.onnx,prop_120_30.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_120_30.onnx,prop_120_30_0.vnnlib,unsat,0,6,0,2,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,sobolbox"
linearizenn_2024,AllInOne_120_30.onnx,prop_120_30_1.vnnlib,unsat,0,6,0,2,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,sobolbox"
linearizenn_2024,AllInOne_120_30.onnx,prop_120_30_2.vnnlib,unsat,0,6,0,2,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,sobolbox"
linearizenn_2024,AllInOne_120_30.onnx,prop_120_30_3.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_120_30.onnx,prop_120_30_4.vnnlib,unsat,0,6,0,2,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,sobolbox"
linearizenn_2024,AllInOne_120_50.onnx,prop_120_50.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_120_50.onnx,prop_120_50_0.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_120_50.onnx,prop_120_50_1.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_120_50.onnx,prop_120_50_2.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_120_50.onnx,prop_120_50_3.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_120_50.onnx,prop_120_50_4.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_30_30.onnx,prop_30_30.vnnlib,unsat,0,6,0,2,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,sobolbox"
linearizenn_2024,AllInOne_30_30.onnx,prop_30_30_0.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_30_30.onnx,prop_30_30_1.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_30_30.onnx,prop_30_30_2.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_30_30.onnx,prop_30_30_3.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_30_30.onnx,prop_30_30_4.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_30_80.onnx,prop_30_80.vnnlib,unsat,0,6,0,2,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,sobolbox"
linearizenn_2024,AllInOne_30_80.onnx,prop_30_80_0.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_30_80.onnx,prop_30_80_1.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_30_80.onnx,prop_30_80_2.vnnlib,unsat,0,6,0,2,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,sobolbox"
linearizenn_2024,AllInOne_30_80.onnx,prop_30_80_3.vnnlib,unsat,0,6,0,2,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,sobolbox"
linearizenn_2024,AllInOne_30_80.onnx,prop_30_80_4.vnnlib,unsat,0,6,0,2,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,sobolbox"
linearizenn_2024,AllInOne_50_120.onnx,prop_50_120.vnnlib,unsat,0,6,0,2,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,sobolbox"
linearizenn_2024,AllInOne_50_120.onnx,prop_50_120_0.vnnlib,unsat,0,6,0,2,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,sobolbox"
linearizenn_2024,AllInOne_50_120.onnx,prop_50_120_1.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_50_120.onnx,prop_50_120_2.vnnlib,unsat,0,6,0,2,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,sobolbox"
linearizenn_2024,AllInOne_50_120.onnx,prop_50_120_3.vnnlib,unsat,0,6,0,2,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,sobolbox"
linearizenn_2024,AllInOne_50_120.onnx,prop_50_120_4.vnnlib,unsat,0,6,0,2,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,sobolbox"
linearizenn_2024,AllInOne_50_50.onnx,prop_50_50.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_50_50.onnx,prop_50_50_0.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_50_50.onnx,prop_50_50_1.vnnlib,unsat,0,6,0,2,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,sobolbox"
linearizenn_2024,AllInOne_50_50.onnx,prop_50_50_2.vnnlib,unsat,0,6,0,2,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,sobolbox"
linearizenn_2024,AllInOne_50_50.onnx,prop_50_50_3.vnnlib,unsat,0,6,0,2,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,sobolbox"
linearizenn_2024,AllInOne_50_50.onnx,prop_50_50_4.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_80_30.onnx,prop_80_30.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_80_30.onnx,prop_80_30_0.vnnlib,unsat,0,6,0,2,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,sobolbox"
linearizenn_2024,AllInOne_80_30.onnx,prop_80_30_1.vnnlib,unsat,0,6,0,2,0,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat,sobolbox"
linearizenn_2024,AllInOne_80_30.onnx,prop_80_30_2.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_80_30.onnx,prop_80_30_3.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_80_30.onnx,prop_80_30_4.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_80_80.onnx,prop_80_80.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_80_80.onnx,prop_80_80_0.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_80_80.onnx,prop_80_80_1.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_80_80.onnx,prop_80_80_2.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_80_80.onnx,prop_80_80_3.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,AllInOne_80_80.onnx,prop_80_80_4.vnnlib,unsat,0,7,0,1,0,,"alpha_beta_crown,cora,neuralsat,nnenum,nnv,pyrat,sobolbox"
linearizenn_2024,test_nano.onnx,test_nano.vnnlib,unsat,0,5,0,1,2,,"alpha_beta_crown,cora,neuralsat,nnenum,pyrat"
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_0.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_1.vnnlib,sat,2,0,1,0,0,,"alpha_beta_crown,rover"
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_10.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_11.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_12.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_13.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_14.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_15.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_16.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_17.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_18.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_19.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_2.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_20.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_21.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_22.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_23.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_24.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_25.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_26.vnnlib,sat,2,0,1,0,0,,"alpha_beta_crown,rover"
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_27.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_28.vnnlib,sat,2,0,1,0,0,,"alpha_beta_crown,rover"
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_29.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_3.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_30.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_31.vnnlib,sat,2,0,1,0,0,,"alpha_beta_crown,rover"
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_32.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_33.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_34.vnnlib,sat,2,0,1,0,0,,"alpha_beta_crown,rover"
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_35.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_36.vnnlib,sat,2,0,1,0,0,,"alpha_beta_crown,rover"
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_37.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_38.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_39.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_4.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_40.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_41.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_42.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_43.vnnlib,sat,2,0,1,0,0,,"alpha_beta_crown,rover"
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_44.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_45.vnnlib,sat,2,0,1,0,0,,"alpha_beta_crown,rover"
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_46.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_47.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_48.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_49.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_5.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_50.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_51.vnnlib,sat,2,0,1,0,0,,"alpha_beta_crown,rover"
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_52.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_53.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_54.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_55.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_56.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_57.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_58.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_59.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_6.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_60.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_61.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_62.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_63.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_64.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_65.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_66.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_67.vnnlib,sat,2,0,1,0,0,,"alpha_beta_crown,rover"
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_68.vnnlib,sat,2,0,1,0,0,,"alpha_beta_crown,rover"
lsnc_relu,relu_quadrotor2d_state.onnx,quadrotor2d_state_69.vnnlib,unsat,1,1,1,0,0,rover,alpha_beta_crown
